inspection_id,vehicle_id,model,plant,component_id,component_type,supplier,inspection_date,fault_code,fault_type,severity,sensor_value,inspection_result,repair_action
INS0165,V0055,MODEL_C,Plant_2,CMP0082,Brake Sensor,Supplier_C,2026-06-09,SIG_ERR,Signal Error,Low,92.75,Fail,Inspect sensor connection
INS0166,V0178,MODEL_B,Plant_3,CMP0029,Battery,Supplier_A,2026-08-14,BAT_CELL,Cell Imbalance,High,38.82,Fail,Inspect battery cells
INS0167,V0226,MODEL_C,Plant_1,CMP0266,Temperature Sensor,Supplier_B,2026-03-17,TEMP_DRIFT,Signal Drift,Medium,32.68,Fail,Perform sensor calibration
INS0168,V0089,MODEL_C,Plant_3,CMP0250,Battery,Supplier_A,2026-08-17,BAT_VOLT,Voltage Drop,High,60.38,Fail,Check battery voltage
INS0169,V0460,MODEL_A,Plant_2,CMP0090,Brake Sensor,Supplier_C,2026-01-06,SIG_ERR,Signal Error,Medium,97.52,Fail,Inspect sensor connection
INS0170,V0337,MODEL_A,Plant_3,CMP0237,Brake Sensor,Supplier_C,2026-03-27,SIG_ERR,Signal Error,Medium,9.97,Fail,Inspect sensor connection
INS0171,V0371,MODEL_A,Plant_2,CMP0226,Temperature Sensor,Supplier_B,2026-07-17,TEMP_DRIFT,Signal Drift,High,48.97,Fail,Perform sensor calibration
INS0172,V0430,MODEL_A,Plant_1,CMP0007,Brake Sensor,Supplier_C,2026-08-26,SIG_ERR,Signal Error,Medium,57.14,Fail,Inspect sensor connection
INS0173,V0482,MODEL_A,Plant_2,CMP0194,Brake Sensor,Supplier_B,2026-06-17,SIG_ERR,Signal Error,Low,79.9,Fail,Inspect sensor connection
INS0174,V0423,MODEL_A,Plant_2,CMP0010,Temperature Sensor,Supplier_C,2026-02-09,TEMP_DRIFT,Signal Drift,High,108.51,Fail,Perform sensor calibration
INS0175,V0276,MODEL_C,Plant_2,CMP0003,Brake Sensor,Supplier_B,2026-07-22,NO_SIG,No Signal,Low,70.47,Fail,Check wiring and connector
INS0176,V0176,MODEL_C,Plant_1,CMP0039,Temperature Sensor,Supplier_A,2026-06-19,TEMP_DRIFT,Signal Drift,Low,107.01,Fail,Perform sensor calibration
INS0177,V0263,MODEL_A,Plant_2,CMP0121,Temperature Sensor,Supplier_C,2026-05-30,TEMP_INV,Invalid Reading,Low,4.59,Fail,Replace or recalibrate sensor
INS0178,V0314,MODEL_C,Plant_3,CMP0040,Battery,Supplier_C,2026-05-10,BAT_CELL,Cell Imbalance,High,31.41,Fail,Inspect battery cells
INS0179,V0287,MODEL_A,Plant_3,CMP0246,Battery,Supplier_B,2026-04-10,BAT_TEMP,Overheating,Low,58.63,Fail,Inspect cooling system
INS0180,V0239,MODEL_B,Plant_3,CMP0213,Battery,Supplier_C,2026-01-06,BAT_TEMP,Overheating,Medium,66.64,Fail,Inspect cooling system
INS0181,V0395,MODEL_C,Plant_3,CMP0230,Battery,Supplier_C,2026-07-01,BAT_TEMP,Overheating,Medium,79.17,Fail,Inspect cooling system
INS0182,V0200,MODEL_A,Plant_2,CMP0143,Temperature Sensor,Supplier_B,2026-04-12,NO_SIG,No Signal,High,3.47,Fail,Check wiring and connector
INS0183,V0400,MODEL_C,Plant_3,CMP0043,Brake Sensor,Supplier_A,2026-08-05,CAL_ERR,Calibration Error,Low,56.69,Fail,Recalibrate sensor
INS0184,V0130,MODEL_B,Plant_2,CMP0143,Temperature Sensor,Supplier_B,2026-03-08,TEMP_DRIFT,Signal Drift,Medium,109.97,Fail,Perform sensor calibration
INS0185,V0116,MODEL_A,Plant_1,CMP0297,Temperature Sensor,Supplier_B,2026-02-03,TEMP_INV,Invalid Reading,Medium,0.86,Fail,Replace or recalibrate sensor
INS0186,V0296,MODEL_A,Plant_3,CMP0236,Temperature Sensor,Supplier_C,2026-07-03,TEMP_INV,Invalid Reading,Low,56.02,Fail,Replace or recalibrate sensor
INS0187,V0079,MODEL_C,Plant_1,CMP0016,Brake Sensor,Supplier_C,2026-08-28,SIG_ERR,Signal Error,Low,8.26,Fail,Inspect sensor connection
INS0188,V0306,MODEL_A,Plant_3,CMP0276,Temperature Sensor,Supplier_B,2026-02-05,TEMP_DRIFT,Signal Drift,High,38.42,Fail,Perform sensor calibration
INS0189,V0104,MODEL_C,Plant_3,CMP0204,Temperature Sensor,Supplier_A,2026-02-05,TEMP_INV,Invalid Reading,Medium,98.99,Fail,Replace or recalibrate sensor
INS0190,V0179,MODEL_B,Plant_3,CMP0150,Brake Sensor,Supplier_C,2026-07-01,SIG_ERR,Signal Error,Low,22.51,Fail,Inspect sensor connection
INS0191,V0149,MODEL_C,Plant_3,CMP0053,Battery,Supplier_C,2026-04-29,BAT_VOLT,Voltage Drop,Low,32.53,Fail,Check battery voltage
INS0192,V0425,MODEL_B,Plant_1,CMP0068,Temperature Sensor,Supplier_B,2026-01-15,TEMP_DRIFT,Signal Drift,Low,15.69,Fail,Perform sensor calibration
INS0193,V0126,MODEL_C,Plant_1,CMP0259,Temperature Sensor,Supplier_A,2026-06-12,TEMP_INV,Invalid Reading,High,99.56,Fail,Replace or recalibrate sensor
INS0194,V0420,MODEL_B,Plant_3,CMP0265,Temperature Sensor,Supplier_B,2026-07-01,TEMP_INV,Invalid Reading,Low,107.7,Fail,Replace or recalibrate sensor
INS0195,V0062,MODEL_A,Plant_3,CMP0194,Battery,Supplier_C,2026-01-01,BAT_CELL,Cell Imbalance,High,35.28,Fail,Inspect battery cells
INS0196,V0327,MODEL_A,Plant_3,CMP0284,Temperature Sensor,Supplier_B,2026-03-10,NO_SIG,No Signal,Low,65.9,Fail,Check wiring and connector
INS0197,V0216,MODEL_B,Plant_2,CMP0253,Temperature Sensor,Supplier_A,2026-07-16,TEMP_DRIFT,Signal Drift,High,115.49,Fail,Perform sensor calibration
INS0198,V0386,MODEL_A,Plant_2,CMP0110,Battery,Supplier_C,2026-01-05,BAT_TEMP,Overheating,Medium,31.2,Fail,Inspect cooling system
INS0199,V0049,MODEL_A,Plant_3,CMP0022,Brake Sensor,Supplier_C,2026-03-28,NO_SIG,No Signal,Low,82.23,Fail,Check wiring and connector
INS0200,V0098,MODEL_C,Plant_2,CMP0268,Brake Sensor,Supplier_B,2026-06-02,SIG_ERR,Signal Error,High,95.69,Fail,Inspect sensor connection
INS0201,V0388,MODEL_A,Plant_2,CMP0027,Brake Sensor,Supplier_A,2026-08-13,SIG_ERR,Signal Error,High,35.97,Fail,Inspect sensor connection
INS0202,V0241,MODEL_A,Plant_3,CMP0257,Brake Sensor,Supplier_A,2026-02-07,NO_SIG,No Signal,Medium,17.68,Fail,Check wiring and connector
INS0203,V0432,MODEL_C,Plant_3,CMP0155,Battery,Supplier_C,2026-04-13,BAT_VOLT,Voltage Drop,High,25.52,Fail,Check battery voltage
INS0204,V0283,MODEL_B,Plant_1,CMP0219,Brake Sensor,Supplier_B,2026-08-28,CAL_ERR,Calibration Error,Low,47.06,Fail,Recalibrate sensor
INS0205,V0302,MODEL_C,Plant_2,CMP0034,Brake Sensor,Supplier_C,2026-02-08,NO_SIG,No Signal,High,31.73,Fail,Check wiring and connector
INS0206,V0295,MODEL_C,Plant_1,CMP0019,Temperature Sensor,Supplier_B,2026-05-14,TEMP_DRIFT,Signal Drift,Low,34.74,Fail,Perform sensor calibration
INS0207,V0478,MODEL_B,Plant_3,CMP0018,Temperature Sensor,Supplier_C,2026-03-27,TEMP_INV,Invalid Reading,Medium,-5.87,Fail,Replace or recalibrate sensor
INS0208,V0043,MODEL_C,Plant_2,CMP0172,Temperature Sensor,Supplier_B,2026-08-18,NO_SIG,No Signal,High,-9.62,Fail,Check wiring and connector
INS0209,V0185,MODEL_A,Plant_1,CMP0298,Temperature Sensor,Supplier_C,2026-08-21,TEMP_INV,Invalid Reading,Medium,109.16,Fail,Replace or recalibrate sensor
INS0210,V0216,MODEL_B,Plant_2,CMP0134,Battery,Supplier_C,2026-08-10,BAT_TEMP,Overheating,High,44.24,Fail,Inspect cooling system
INS0211,V0127,MODEL_B,Plant_2,CMP0282,Temperature Sensor,Supplier_B,2026-07-16,TEMP_INV,Invalid Reading,High,79.53,Fail,Replace or recalibrate sensor
INS0212,V0464,MODEL_B,Plant_2,CMP0043,Brake Sensor,Supplier_C,2026-07-01,NO_SIG,No Signal,Low,8.35,Fail,Check wiring and connector
INS0213,V0142,MODEL_C,Plant_2,CMP0025,Battery,Supplier_B,2026-02-23,BAT_CELL,Cell Imbalance,Low,35.77,Fail,Inspect battery cells
INS0214,V0421,MODEL_C,Plant_1,CMP0282,Temperature Sensor,Supplier_C,2026-07-27,TEMP_DRIFT,Signal Drift,Low,90.24,Fail,Perform sensor calibration
INS0215,V0227,MODEL_B,Plant_3,CMP0020,Brake Sensor,Supplier_B,2026-02-04,CAL_ERR,Calibration Error,Low,85.94,Fail,Recalibrate sensor
INS0216,V0302,MODEL_C,Plant_3,CMP0270,Battery,Supplier_B,2026-01-11,BAT_VOLT,Voltage Drop,High,73.21,Fail,Check battery voltage
INS0217,V0499,MODEL_C,Plant_3,CMP0063,Brake Sensor,Supplier_A,2026-05-31,SIG_ERR,Signal Error,Low,23.28,Fail,Inspect sensor connection
INS0218,V0493,MODEL_B,Plant_2,CMP0182,Temperature Sensor,Supplier_B,2026-01-15,TEMP_DRIFT,Signal Drift,Medium,7.48,Fail,Perform sensor calibration
INS0219,V0085,MODEL_B,Plant_3,CMP0021,Battery,Supplier_C,2026-05-06,BAT_TEMP,Overheating,Low,20.84,Fail,Inspect cooling system
INS0220,V0485,MODEL_C,Plant_1,CMP0108,Battery,Supplier_A,2026-02-14,BAT_TEMP,Overheating,Low,51.46,Fail,Inspect cooling system
INS0221,V0201,MODEL_C,Plant_1,CMP0100,Brake Sensor,Supplier_B,2026-04-06,SIG_ERR,Signal Error,Medium,49.05,Fail,Inspect sensor connection
INS0222,V0219,MODEL_C,Plant_2,CMP0187,Temperature Sensor,Supplier_A,2026-03-18,TEMP_INV,Invalid Reading,High,75.82,Fail,Replace or recalibrate sensor
INS0223,V0318,MODEL_B,Plant_3,CMP0299,Battery,Supplier_B,2026-05-28,BAT_TEMP,Overheating,High,59.55,Fail,Inspect cooling system
INS0224,V0264,MODEL_B,Plant_3,CMP0289,Brake Sensor,Supplier_B,2026-02-19,SIG_ERR,Signal Error,High,64.69,Fail,Inspect sensor connection
INS0225,V0379,MODEL_C,Plant_2,CMP0242,Temperature Sensor,Supplier_C,2026-06-03,NO_SIG,No Signal,High,99.72,Fail,Check wiring and connector
INS0226,V0311,MODEL_C,Plant_2,CMP0131,Battery,Supplier_B,2026-07-15,BAT_CELL,Cell Imbalance,Medium,38.09,Fail,Inspect battery cells
INS0227,V0235,MODEL_B,Plant_1,CMP0261,Brake Sensor,Supplier_A,2026-07-20,NO_SIG,No Signal,Medium,75.74,Fail,Check wiring and connector
INS0228,V0321,MODEL_A,Plant_2,CMP0224,Brake Sensor,Supplier_A,2026-03-27,NO_SIG,No Signal,High,47.6,Fail,Check wiring and connector
INS0229,V0131,MODEL_C,Plant_3,CMP0028,Battery,Supplier_C,2026-07-20,BAT_TEMP,Overheating,Low,41.38,Fail,Inspect cooling system
INS0230,V0450,MODEL_A,Plant_1,CMP0042,Brake Sensor,Supplier_B,2026-03-21,SIG_ERR,Signal Error,High,32.45,Fail,Inspect sensor connection
INS0231,V0066,MODEL_C,Plant_2,CMP0210,Brake Sensor,Supplier_A,2026-06-15,NO_SIG,No Signal,Low,98.9,Fail,Check wiring and connector
INS0232,V0354,MODEL_A,Plant_3,CMP0294,Temperature Sensor,,2026-06-14,TEMP_INV,Invalid Reading,High,-16.19,Fail,Replace or recalibrate sensor
INS0233,V0499,MODEL_B,Plant_1,CMP0102,Temperature Sensor,Supplier_B,2026-04-18,TEMP_DRIFT,Signal Drift,High,21.13,Fail,Perform sensor calibration
INS0234,V0115,MODEL_A,Plant_3,CMP0203,Brake Sensor,Supplier_A,2026-03-03,NO_SIG,No Signal,High,4.22,Fail,Check wiring and connector
INS0235,V0369,MODEL_B,Plant_1,CMP0158,Brake Sensor,Supplier_A,2026-03-18,NO_SIG,No Signal,High,15.2,Fail,Check wiring and connector
INS0236,V0224,MODEL_C,Plant_2,CMP0263,Brake Sensor,Supplier_B,2026-01-08,SIG_ERR,Signal Error,Medium,67.53,Fail,Inspect sensor connection
INS0237,V0415,MODEL_C,Plant_3,CMP0142,Brake Sensor,Supplier_B,2026-06-15,NO_SIG,No Signal,Medium,11.15,Fail,Check wiring and connector
INS0238,V0059,MODEL_C,Plant_1,CMP0136,Brake Sensor,Supplier_A,2026-06-13,CAL_ERR,Calibration Error,Medium,75.23,Fail,Recalibrate sensor
INS0239,V0264,MODEL_C,Plant_1,CMP0067,Brake Sensor,Supplier_B,2026-06-02,SIG_ERR,Signal Error,High,5.42,Fail,Inspect sensor connection
INS0240,V0217,MODEL_C,Plant_3,CMP0011,Brake Sensor,Supplier_A,2026-06-22,SIG_ERR,Signal Error,Low,21.82,Fail,Inspect sensor connection
INS0241,V0402,MODEL_A,Plant_3,CMP0005,Battery,Supplier_A,2026-03-28,BAT_TEMP,Overheating,Medium,22.09,Fail,Inspect cooling system
INS0242,V0282,MODEL_C,Plant_2,CMP0120,Temperature Sensor,Supplier_A,2026-03-17,TEMP_DRIFT,Signal Drift,High,8.02,Fail,Perform sensor calibration
INS0243,V0359,MODEL_B,Plant_1,CMP0170,Battery,Supplier_A,2026-03-03,BAT_VOLT,Voltage Drop,High,73.22,Fail,Check battery voltage
INS0244,V0328,MODEL_A,Plant_1,CMP0112,Brake Sensor,Supplier_B,2026-02-17,SIG_ERR,Signal Error,High,1.6,Fail,Inspect sensor connection
INS0245,V0407,MODEL_B,Plant_3,CMP0075,Battery,Supplier_A,2026-01-26,BAT_VOLT,Voltage Drop,Low,74.34,Fail,Check battery voltage
INS0246,V0302,MODEL_A,Plant_2,CMP0103,Battery,Supplier_B,2026-03-30,BAT_TEMP,Overheating,Low,64.86,Fail,Inspect cooling system
INS0247,V0383,MODEL_C,Plant_1,CMP0045,Battery,Supplier_C,2026-02-21,BAT_TEMP,Overheating,Low,27.15,Fail,Inspect cooling system
INS0248,V0447,MODEL_A,Plant_3,CMP0017,Temperature Sensor,Supplier_A,2026-05-15,TEMP_DRIFT,Signal Drift,Medium,79.97,Fail,Perform sensor calibration
INS0249,V0392,MODEL_C,Plant_3,CMP0196,Temperature Sensor,Supplier_B,2026-04-02,TEMP_INV,Invalid Reading,Medium,25.61,Fail,Replace or recalibrate sensor
INS0250,V0450,MODEL_B,Plant_1,CMP0059,Temperature Sensor,Supplier_B,2026-03-04,TEMP_INV,Invalid Reading,Medium,39.65,Fail,Replace or recalibrate sensor
INS0251,V0472,MODEL_B,Plant_2,CMP0210,Battery,Supplier_A,2026-05-17,BAT_VOLT,Voltage Drop,Medium,73.13,Fail,Check battery voltage
INS0252,V0009,MODEL_B,Plant_1,CMP0155,Brake Sensor,Supplier_B,2026-05-01,CAL_ERR,Calibration Error,High,31.59,Fail,Recalibrate sensor
INS0253,V0086,MODEL_B,Plant_3,CMP0078,Battery,Supplier_B,2026-07-06,BAT_TEMP,Overheating,Low,52.91,Fail,Inspect cooling system
INS0254,V0183,MODEL_C,Plant_2,CMP0088,Battery,Supplier_A,2026-03-06,BAT_TEMP,Overheating,Low,68.76,Fail,Inspect cooling system
INS0255,V0181,MODEL_B,Plant_1,CMP0080,Brake Sensor,Supplier_B,2026-02-09,CAL_ERR,Calibration Error,High,7.73,Fail,Recalibrate sensor
INS0256,V0018,MODEL_A,Plant_3,CMP0099,Temperature Sensor,Supplier_B,2026-05-03,TEMP_INV,Invalid Reading,High,75.92,Fail,Replace or recalibrate sensor
INS0257,V0440,MODEL_C,Plant_3,CMP0192,Temperature Sensor,Supplier_B,2026-05-10,NO_SIG,No Signal,Medium,114.75,Fail,Check wiring and connector
INS0258,V0139,MODEL_C,Plant_3,CMP0108,Brake Sensor,Supplier_C,2026-04-07,,Signal Error,Low,18.46,Fail,Inspect sensor connection
INS0259,V0185,MODEL_A,Plant_1,CMP0149,Battery,Supplier_A,2026-04-14,BAT_VOLT,Voltage Drop,Low,39.62,Fail,Check battery voltage
INS0260,V0189,MODEL_C,Plant_2,CMP0073,Temperature Sensor,Supplier_C,2026-02-04,TEMP_INV,Invalid Reading,Low,7.35,Fail,Replace or recalibrate sensor
INS0261,V0462,MODEL_C,Plant_3,CMP0278,Battery,Supplier_A,2026-05-11,BAT_TEMP,Overheating,High,38.69,Fail,Inspect cooling system
INS0262,V0443,MODEL_B,Plant_1,CMP0222,Brake Sensor,Supplier_B,2026-02-16,NO_SIG,No Signal,High,51.18,Fail,Check wiring and connector
INS0263,V0011,MODEL_A,Plant_2,CMP0186,Battery,Supplier_B,2026-07-17,BAT_TEMP,Overheating,Low,28.54,Fail,Inspect cooling system
INS0264,V0357,MODEL_A,Plant_1,CMP0226,Battery,Supplier_A,2026-03-02,BAT_VOLT,Voltage Drop,High,24.95,Fail,Check battery voltage
INS0265,V0354,MODEL_C,Plant_3,CMP0010,Temperature Sensor,Supplier_C,2026-02-12,TEMP_INV,Invalid Reading,High,64.23,Fail,Replace or recalibrate sensor
INS0266,V0256,MODEL_C,Plant_2,CMP0070,Battery,Supplier_B,2026-08-07,BAT_VOLT,Voltage Drop,Medium,74.08,Fail,Check battery voltage
INS0267,V0343,MODEL_B,Plant_3,CMP0163,Brake Sensor,Supplier_A,2026-07-09,NO_SIG,No Signal,High,31.88,Fail,Check wiring and connector
INS0268,V0135,MODEL_A,Plant_3,CMP0166,Temperature Sensor,Supplier_A,2026-08-06,TEMP_DRIFT,Signal Drift,Low,27.32,Fail,Perform sensor calibration
INS0269,V0446,MODEL_B,Plant_2,CMP0213,Battery,Supplier_A,2026-03-09,BAT_VOLT,Voltage Drop,Medium,33.55,Fail,Check battery voltage
INS0270,V0475,MODEL_C,Plant_1,CMP0143,Battery,Supplier_B,2026-04-21,,Overheating,Medium,22.92,Fail,Inspect cooling system
INS0271,V0312,MODEL_B,Plant_3,CMP0089,Brake Sensor,Supplier_C,2026-05-28,NO_SIG,No Signal,Medium,56.55,Fail,Check wiring and connector
INS0272,V0382,MODEL_C,Plant_3,CMP0099,Brake Sensor,Supplier_A,2026-04-02,CAL_ERR,Calibration Error,High,9.46,Fail,Recalibrate sensor
INS0273,V0020,MODEL_C,Plant_3,CMP0127,Brake Sensor,Supplier_B,2026-06-28,SIG_ERR,Signal Error,Low,83.27,Fail,Inspect sensor connection
INS0274,V0292,MODEL_B,Plant_3,CMP0168,Battery,Supplier_C,2026-05-10,BAT_TEMP,Overheating,Medium,22.31,Fail,Inspect cooling system
INS0275,V0198,MODEL_C,Plant_3,CMP0288,Temperature Sensor,Supplier_A,2026-04-12,NO_SIG,No Signal,Low,79.15,Fail,Check wiring and connector
INS0276,V0431,MODEL_C,Plant_2,CMP0181,Temperature Sensor,,2026-04-06,TEMP_INV,Invalid Reading,Low,63.07,Fail,Replace or recalibrate sensor
INS0277,V0436,MODEL_A,Plant_2,CMP0183,Brake Sensor,Supplier_A,2026-05-20,NO_SIG,No Signal,Medium,64.49,Fail,Check wiring and connector
INS0278,V0489,MODEL_B,Plant_3,CMP0173,Battery,Supplier_A,2026-08-02,BAT_TEMP,Overheating,Low,46.53,Fail,Inspect cooling system
INS0279,V0453,MODEL_C,Plant_1,CMP0228,Battery,Supplier_C,2026-05-28,BAT_VOLT,Voltage Drop,Low,48.7,Fail,Check battery voltage
INS0280,V0064,MODEL_B,Plant_2,CMP0071,Temperature Sensor,Supplier_A,2026-04-13,NO_SIG,No Signal,Medium,9.17,Fail,Check wiring and connector
INS0281,V0158,MODEL_A,Plant_3,CMP0219,Battery,Supplier_B,2026-06-08,,Overheating,High,74.71,Fail,Inspect cooling system
INS0282,V0316,MODEL_C,Plant_2,CMP0106,Brake Sensor,Supplier_B,2026-02-13,NO_SIG,No Signal,High,55.21,Fail,Check wiring and connector
INS0283,V0061,MODEL_B,Plant_2,CMP0263,Brake Sensor,Supplier_C,2026-07-28,SIG_ERR,Signal Error,Medium,68.22,Fail,Inspect sensor connection
INS0284,V0227,MODEL_B,Plant_1,CMP0028,Temperature Sensor,Supplier_A,2026-04-26,NO_SIG,No Signal,High,104.24,Fail,Check wiring and connector
INS0285,V0228,MODEL_B,Plant_1,CMP0244,Battery,Supplier_C,2026-04-10,BAT_TEMP,Overheating,Low,25.84,Fail,Inspect cooling system
INS0286,V0231,MODEL_B,Plant_2,CMP0149,Brake Sensor,Supplier_C,2026-02-19,NO_SIG,No Signal,High,3.64,Fail,Check wiring and connector
INS0287,V0285,MODEL_A,Plant_3,CMP0034,Brake Sensor,Supplier_A,2026-08-13,NO_SIG,No Signal,Low,27.33,Fail,Check wiring and connector
INS0288,V0456,MODEL_C,Plant_1,CMP0199,Temperature Sensor,Supplier_A,2026-04-24,TEMP_DRIFT,Signal Drift,Medium,98.97,Fail,Perform sensor calibration
INS0289,V0170,MODEL_C,Plant_1,CMP0085,Battery,Supplier_C,2026-04-15,BAT_VOLT,Voltage Drop,Medium,36.69,Fail,Check battery voltage
INS0290,V0439,MODEL_B,Plant_3,CMP0077,Brake Sensor,Supplier_C,2026-06-07,CAL_ERR,Calibration Error,High,88.34,Fail,Recalibrate sensor
INS0291,V0116,MODEL_A,Plant_2,CMP0080,Brake Sensor,Supplier_A,2026-06-06,CAL_ERR,Calibration Error,Low,97.12,Fail,Recalibrate sensor
INS0292,V0192,MODEL_C,Plant_2,CMP0144,Battery,Supplier_C,2026-04-27,BAT_TEMP,Overheating,Low,45.51,Fail,Inspect cooling system
INS0293,V0380,MODEL_C,Plant_2,CMP0298,Brake Sensor,Supplier_A,2026-04-25,CAL_ERR,Calibration Error,Medium,48.71,Fail,Recalibrate sensor
INS0294,V0229,MODEL_A,Plant_2,CMP0055,Brake Sensor,Supplier_B,2026-05-06,CAL_ERR,Calibration Error,Low,17.41,Fail,Recalibrate sensor
INS0295,V0488,MODEL_C,Plant_3,CMP0175,Temperature Sensor,Supplier_A,2026-07-30,NO_SIG,No Signal,Medium,24.6,Fail,Check wiring and connector
INS0296,V0166,MODEL_B,Plant_3,CMP0202,Temperature Sensor,Supplier_C,2026-07-24,TEMP_DRIFT,Signal Drift,Medium,58.73,Fail,Perform sensor calibration
INS0297,V0478,MODEL_A,Plant_1,CMP0165,Temperature Sensor,Supplier_A,2026-02-21,,Invalid Reading,High,13.74,Fail,Replace or recalibrate sensor
INS0298,V0185,MODEL_B,Plant_3,CMP0210,Temperature Sensor,Supplier_A,2026-01-08,TEMP_DRIFT,Signal Drift,Medium,38.77,Fail,Perform sensor calibration
INS0299,V0397,MODEL_A,Plant_1,CMP0200,Battery,Supplier_B,2026-04-09,BAT_TEMP,Overheating,High,79.73,Fail,Inspect cooling system
INS0300,V0120,MODEL_A,Plant_3,CMP0164,Temperature Sensor,Supplier_B,2026-06-07,NO_SIG,No Signal,Low,89.71,Fail,Check wiring and connector
INS0301,V0003,MODEL_B,Plant_1,CMP0209,Brake Sensor,Supplier_A,2026-01-25,NO_SIG,No Signal,Medium,87.13,Fail,Check wiring and connector
INS0302,V0386,MODEL_B,Plant_1,CMP0193,Battery,Supplier_A,2026-07-29,BAT_CELL,Cell Imbalance,Low,67.45,Fail,Inspect battery cells
INS0303,V0499,MODEL_B,Plant_1,CMP0100,Brake Sensor,Supplier_B,2026-06-29,NO_SIG,No Signal,High,87.13,Fail,Check wiring and connector
INS0304,V0227,MODEL_C,Plant_3,CMP0067,Battery,Supplier_A,2026-02-07,BAT_CELL,Cell Imbalance,Low,29.63,Fail,Inspect battery cells
INS0305,V0349,MODEL_B,Plant_3,CMP0071,Brake Sensor,Supplier_A,2026-07-07,CAL_ERR,Calibration Error,High,60.67,Fail,Recalibrate sensor
INS0306,V0018,MODEL_C,Plant_1,CMP0069,Battery,Supplier_B,2026-06-01,BAT_TEMP,Overheating,Medium,61.58,Fail,Inspect cooling system
INS0307,V0363,MODEL_A,Plant_2,CMP0179,Temperature Sensor,Supplier_B,2026-02-23,NO_SIG,No Signal,Medium,119.41,Fail,Check wiring and connector
INS0308,V0124,MODEL_A,Plant_3,CMP0003,Battery,Supplier_B,2026-02-20,BAT_TEMP,Overheating,High,47.71,Fail,Inspect cooling system
INS0309,V0097,MODEL_A,Plant_1,CMP0057,Temperature Sensor,Supplier_C,2026-07-29,TEMP_DRIFT,Signal Drift,High,-14.1,Fail,Perform sensor calibration
INS0310,V0268,MODEL_C,Plant_3,CMP0248,Brake Sensor,Supplier_B,2026-08-27,SIG_ERR,Signal Error,High,44.54,Fail,Inspect sensor connection
INS0311,V0478,MODEL_B,Plant_2,CMP0224,Temperature Sensor,Supplier_B,2026-06-15,TEMP_INV,Invalid Reading,Medium,40.36,Fail,Replace or recalibrate sensor
INS0312,V0123,MODEL_A,Plant_1,CMP0202,Brake Sensor,Supplier_C,2026-02-07,SIG_ERR,Signal Error,Low,19.56,Fail,Inspect sensor connection
INS0313,V0418,MODEL_C,Plant_1,CMP0023,Brake Sensor,Supplier_C,2026-01-14,CAL_ERR,Calibration Error,Low,56.78,Fail,Recalibrate sensor
INS0314,V0396,MODEL_C,Plant_2,CMP0213,Brake Sensor,Supplier_B,2026-03-02,CAL_ERR,Calibration Error,High,13.28,Fail,Recalibrate sensor
INS0315,V0353,MODEL_C,Plant_2,CMP0300,Brake Sensor,Supplier_C,2026-04-27,NO_SIG,No Signal,Low,4.73,Fail,Check wiring and connector
INS0316,V0224,MODEL_A,Plant_1,CMP0188,Battery,Supplier_B,2026-06-13,BAT_TEMP,Overheating,Low,34.73,Fail,Inspect cooling system
INS0317,V0248,MODEL_A,Plant_3,CMP0221,Battery,Supplier_A,2026-06-13,BAT_VOLT,Voltage Drop,Low,21.49,Fail,Check battery voltage
INS0318,V0362,MODEL_B,Plant_3,CMP0279,Battery,Supplier_B,2026-05-18,BAT_CELL,Cell Imbalance,High,25.81,Fail,Inspect battery cells
INS0319,V0163,MODEL_B,Plant_1,CMP0035,Brake Sensor,Supplier_A,2026-08-02,NO_SIG,No Signal,High,37.99,Fail,Check wiring and connector
INS0320,V0050,MODEL_B,Plant_1,CMP0101,Battery,Supplier_C,2026-04-05,,Cell Imbalance,Low,71.96,Fail,Inspect battery cells
INS0321,V0222,MODEL_A,Plant_1,CMP0158,Battery,Supplier_C,2026-01-01,BAT_CELL,Cell Imbalance,High,55.45,Fail,Inspect battery cells
INS0322,V0201,MODEL_C,Plant_1,CMP0015,Brake Sensor,Supplier_C,2026-05-24,SIG_ERR,Signal Error,Medium,57.35,Fail,Inspect sensor connection
INS0323,V0397,MODEL_B,Plant_2,CMP0274,Brake Sensor,Supplier_C,2026-03-10,CAL_ERR,Calibration Error,Medium,43.79,Fail,Recalibrate sensor
INS0324,V0300,MODEL_C,Plant_1,CMP0165,Battery,Supplier_B,2026-04-27,BAT_TEMP,Overheating,Medium,62.37,Fail,Inspect cooling system
INS0325,V0212,MODEL_C,Plant_3,CMP0204,Temperature Sensor,Supplier_C,2026-06-20,,Signal Drift,High,86.37,Fail,Perform sensor calibration
INS0326,V0253,MODEL_A,Plant_2,CMP0133,Brake Sensor,Supplier_C,2026-01-17,SIG_ERR,Signal Error,Low,30.64,Fail,Inspect sensor connection
INS0327,V0234,MODEL_A,Plant_2,CMP0241,Brake Sensor,Supplier_C,2026-05-09,CAL_ERR,Calibration Error,Low,13.85,Fail,Recalibrate sensor
INS0328,V0500,MODEL_A,Plant_3,CMP0104,Temperature Sensor,Supplier_C,2026-02-02,TEMP_DRIFT,Signal Drift,High,55.88,Fail,Perform sensor calibration
INS0329,V0332,MODEL_B,Plant_3,CMP0257,Brake Sensor,Supplier_C,2026-03-14,SIG_ERR,Signal Error,Low,78.5,Fail,Inspect sensor connection
